Date/Time,Outside temperature,WEST ZONE:Zone Operative Temperature [C](Hourly),EAST ZONE:Zone Operative Temperature [C](Hourly),West zone heating power,East zone heating power,WEST ZONE:Zone Air System Sensible Heating Rate [W](Hourly),EAST ZONE:Zone Air System Sensible Heating Rate [W](Hourly),WEST PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly),EAST PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly)
 03/21  02:00:00,11.1,19.29334902,19.28545527,150.4496353,174.7359807,176.3778886,198.8603931,25.92825334,24.12441238
 03/21  03:00:00,10.6,19.19463005,19.17368901,151.3939546,172.9254569,186.7450412,210.8881317,35.35108655,37.96267483
 03/21  04:00:00,11.1,19.11845303,19.08905718,150.3861057,169.1109767,197.2430179,222.1025709,46.85691218,52.99159418
 03/21  05:00:00,10,18.97497528,18.93814492,160.7750103,178.8642369,217.5465621,244.4419029,56.77155173,65.57766596
 03/21  06:00:00,10,18.89190636,18.85114842,160.0726163,176.8333605,233.4360446,262.0348424,73.36342827,85.20148197
 03/21  07:00:00,11.1,18.8700693,18.82832579,137.6989687,151.1113068,225.7396897,253.4344353,88.04072106,102.3231285
 03/21  08:00:00,12.8,18.92313836,18.88360439,106.1390095,115.4379798,199.0456883,223.5639575,92.90667883,108.1259776
 03/21  09:00:00,12.2,18.93482017,18.89753901,97.40197445,105.0956464,183.7352185,205.8494971,86.33324404,100.7538506
 03/21  10:00:00,14.4,19.19088199,19.16288771,55.49865189,58.31417443,138.2667949,154.6650711,82.768143,96.35089667
 03/21  11:00:00,14.4,19.3321807,19.31314344,41.87124572,42.14802063,99.30045144,109.771554,57.42920572,67.62353332
 03/21  12:00:00,15.6,19.7141753,19.71483534,12.71800512,7.626689129,52.11667446,54.23863053,39.39866934,46.6119414
 03/21  13:00:00,15.6,19.77916055,19.79401712,16.92173708,10.95875554,24.23466797,20.1243068,7.312930893,9.165551252
 03/21  14:00:00,15,19.95861965,19.99404823,20.65387277,12.99923908,20.65387277,12.99923908,0,0
 03/21  15:00:00,13.9,20.06259995,20.11336145,15.97521774,5.840569662,15.97521774,5.840569662,0,0
 03/21  16:00:00,13.3,19.96860302,20.02164756,41.99611366,35.44703342,41.99611366,35.44703342,0,0
 03/21  17:00:00,11.7,19.83242235,19.87196689,86.70785278,87.48894814,86.70785278,87.48894814,0,0
 03/21  18:00:00,11.1,19.74725831,19.76444814,119.9417709,130.9150828,119.9417709,130.9150828,0,0
 03/21  19:00:00,10.6,19.64538885,19.63212292,138.7682059,159.0748451,138.7682059,159.0748451,0,0
 03/21  20:00:00,10,19.57179684,19.53050979,145.8153018,171.296606,145.8153018,171.296606,0,0
 03/21  21:00:00,10,19.50259605,19.43830087,147.2911683,173.4289626,148.3554595,175.9669175,1.064291271,2.537954896
 03/21  22:00:00,10,19.43197737,19.35100948,143.8819049,166.9912406,153.4403029,182.8772125,9.558398096,15.88597191
 03/21  23:00:00,9.4,19.31238044,19.21912072,154.3924453,175.7668959,171.2215627,203.2873368,16.82911734,27.52044088
 03/21  24:00:00,8.9,19.18358774,19.08333075,166.8009459,186.3444245,195.9658903,230.2467144,29.16494441,43.90228991
 03/22  01:00:00,8.9,19.06180388,18.95885555,168.9112448,185.9486097,214.8040725,250.1673884,45.89282768,64.21877875
 03/22  02:00:00,8.3,18.92664501,18.82351214,169.2364396,184.571136,231.6372806,267.930769,62.40084093,83.35963299
 03/22  03:00:00,8.3,18.80531346,18.70413709,167.8387818,181.9321063,247.7036203,284.9124552,79.86483849,102.9803488
 03/22  04:00:00,8.9,18.70911344,18.61164059,159.9347705,172.4287539,256.7903846,294.0894363,96.85561406,121.6606823
 03/22  05:00:00,8.3,18.57599837,18.48230665,162.1535197,174.3988032,272.2337748,310.1653377,110.0802551,135.7665345
 03/22  06:00:00,8.3,18.44097928,18.35146668,169.5975642,182.2568732,295.9890378,335.4271754,126.3914736,153.1703022
 03/22  07:00:00,6.7,18.30731342,18.22210282,171.7626718,184.6195747,317.3085922,358.2038059,145.5459204,173.5842311
 03/22  08:00:00,9.4,18.36306626,18.28754197,130.2593823,137.9822232,296.0523567,333.6261433,165.7929744,195.64392
 03/22  09:00:00,7.2,18.40270487,18.34017786,95.97049823,99.0681828,260.9856116,292.8530408,165.0151134,193.784858
 03/22  10:00:00,9.4,18.69715006,18.65964297,40.99993314,35.75716435,198.9524145,220.0213217,157.9524813,184.2641573
 03/22  11:00:00,10.6,18.82555332,18.81643127,35.06253455,26.38895937,159.9355027,171.1728114,124.8729682,144.7838521
 03/22  12:00:00,11.1,18.80645645,18.82665423,74.48659494,67.35510725,174.9566972,181.4922497,100.4701022,114.1371424
 03/22  13:00:00,11.1,18.95834061,19.01473081,77.19513747,68.43310203,172.1562526,172.6116816,94.96111514,104.1785796
 03/22  14:00:00,11.1,19.10446218,19.19414805,59.6531357,48.19750097,143.2323109,135.3118401,83.57917516,87.11433913
 03/22  15:00:00,11.1,19.0380424,19.14814203,81.46890922,74.66507432,148.0756801,138.0179999,66.60677086,63.35292553
 03/22  16:00:00,10.6,19.13442509,19.25671101,88.91445573,87.61813956,153.0344597,144.1178976,64.12000398,56.49975803
 03/22  17:00:00,10,19.06747783,19.18349745,94.17400358,101.8871303,151.0500846,147.4306638,56.87608102,45.5435335
 03/22  18:00:00,9.4,18.94706071,19.03672775,143.0091009,161.5046646,194.8841781,201.5006925,51.87507714,39.99602792
 03/22  19:00:00,8.9,18.8077361,18.8588125,173.0423657,202.3177017,244.4381136,264.617749,71.39574787,62.30004736
 03/22  20:00:00,8.9,18.71876182,18.72443421,163.1850541,197.592858,259.2793831,291.4873093,96.09432905,93.8944513
 03/22  21:00:00,8.3,18.64905336,18.61255697,146.5181908,180.4937114,259.5856675,299.575644,113.0674768,119.0819326
 03/22  22:00:00,8.3,18.54026598,18.46902621,149.4116908,181.3968731,272.6116567,318.4036798,123.199966,137.0068067
 03/22  23:00:00,6.7,18.41304703,18.31534053,161.6470846,191.1896337,297.5668995,348.3919011,135.9198148,157.2022674
 03/22  24:00:00,7.2,18.17557753,18.05763839,191.8693397,220.1500698,344.2326507,400.5584928,152.3633111,180.408423
 03/23  01:00:00,6.7,18.10912497,17.98094071,176.6864071,199.5044422,360.8453892,418.6833009,184.1589821,219.1788587
 03/23  02:00:00,5,17.9633584,17.82745441,163.1565509,181.8052475,364.7832036,422.8517651,201.6266527,241.0465176
 03/23  03:00:00,6.1,17.76134585,17.62004887,183.4859127,202.5332025,401.4855533,463.1626914,217.9996406,260.6294889
 03/23  04:00:00,5,17.65943811,17.51675334,178.363309,195.5120732,425.0247019,488.8938814,246.661393,293.3818082
 03/23  05:00:00,4.4,17.54685987,17.40514482,160.927671,174.8785904,428.5453622,492.0633025,267.6176911,317.184712
 03/23  06:00:00,4.4,17.48007009,17.34199898,147.8211656,159.4492734,431.1126749,493.8079255,283.2915094,334.3586521
 03/23  07:00:00,5.6,17.47559228,17.34322139,127.3420917,136.3704897,421.9045699,482.6473012,294.5624783,346.2768116
 03/23  08:00:00,7.8,17.55288276,17.42935432,95.96576742,101.3013876,392.6904131,449.1039092,296.7246457,347.8025216
 03/23  09:00:00,10,17.68298074,17.57011277,67.3753182,69.49313201,353.4888253,404.308188,286.1135071,334.815056
 03/23  10:00:00,10.6,17.78879974,17.68790349,61.88601227,62.07677104,327.038788,372.4243108,265.1527758,310.3475398
 03/23  11:00:00,11.7,17.91003424,17.82197241,62.71982536,62.37778097,308.9523706,349.7812439,246.2325452,287.4034629
 03/23  12:00:00,12.8,18.12185699,18.04857681,43.45001666,41.04488213,272.705892,307.6555301,229.2558754,266.610648
 03/23  13:00:00,13.9,18.54184095,18.48889058,1.813238549,-5.57721009,206.7045522,232.0501043,204.8913136,237.6273144
 03/23  14:00:00,13.3,18.54534184,18.50027624,22.55651712,18.28342574,184.55378,205.7225094,161.9972629,187.4390837
 03/23  15:00:00,13.3,18.5069284,18.46590122,78.26862954,81.63153454,215.0350073,239.1197987,136.7663778,157.4882642
 03/23  16:00:00,13.3,18.52878098,18.48902888,104.486176,112.1426649,238.0287365,265.1409106,133.5425605,152.9982457
 03/23  17:00:00,12.8,18.48361718,18.44136305,113.4105643,123.3079206,247.9802203,277.1319819,134.5696559,153.8240613
 03/23  18:00:00,12.2,18.4404008,18.39390282,123.3275079,135.2612999,261.6167982,293.3301602,138.2892904,158.0688602
 03/23  19:00:00,11.7,18.36323324,18.31045528,135.3273331,149.3566164,280.543126,315.58347,145.2157929,166.2268536
 03/23  20:00:00,11.1,18.32879739,18.27126592,134.0728164,148.2251819,290.002208,327.1969636,155.9293916,178.9717818
 03/23  21:00:00,11.1,18.29213648,18.23084502,127.3800232,140.5210948,291.0247005,328.9448848,163.6446774,188.42379
 03/23  22:00:00,11.1,18.26081177,18.19751534,124.6804613,136.9412706,293.527143,331.7775527,168.8466817,194.8362821
 03/23  23:00:00,11.1,18.22518793,18.16118118,125.4257882,137.1327985,298.7249877,337.259406,173.2991995,200.1266075
 03/23  24:00:00,11.7,18.20674194,18.14350974,122.7542262,133.5429554,300.8804714,339.2083415,178.1262452,205.6653861
 03/24  01:00:00,11.7,18.18978647,18.1283003,119.120871,129.0172515,300.4715591,338.2373723,181.3506881,209.2201209
 03/24  02:00:00,10.6,18.13346639,18.07358554,126.1560241,136.3357423,309.3860225,347.4429128,183.2299984,211.1071705
 03/24  03:00:00,10.6,18.08166472,18.02385028,133.4395775,144.1447389,322.7860485,361.716614,189.346471,217.5718751
 03/24  04:00:00,10,18.00915091,17.95307232,138.5714796,149.6969996,335.9325054,375.8360445,197.3610258,226.1390449
 03/24  05:00:00,10,17.92762427,17.8731903,143.7614639,155.36685,351.083172,392.2127491,207.3217081,236.8458991
 03/24  06:00:00,10,17.87725645,17.82523935,139.8214823,150.9778473,359.3745236,401.048593,219.5530413,250.0707457
 03/24  07:00:00,10.6,17.86236891,17.81385334,126.1744304,135.7063477,355.1572813,395.8687562,228.9828509,260.1624085
 03/24  08:00:00,11.1,17.88862743,17.84499169,109.1375758,116.6476132,341.6357359,380.1681915,232.4981601,263.5205783
 03/24  09:00:00,12.2,18.03216001,17.99686617,76.06764377,79.7195232,306.1339533,339.8732559,230.0663095,260.1537327
 03/24  10:00:00,12.8,18.08050521,18.05246666,72.61016212,75.43019361,284.5348972,314.5311321,211.9247351,239.1009385
 03/24  11:00:00,13.3,18.1519224,18.13362663,81.71544213,84.74888036,280.7347345,308.461869,199.0192924,223.7129886
 03/24  12:00:00,13.9,18.24869908,18.2414473,76.78502776,78.69461118,267.002784,291.4171396,190.2177563,212.7225284
 03/24  13:00:00,13.9,18.29559862,18.29722793,78.17033589,80.21336392,255.8801014,277.5732044,177.7097655,197.3598405
 03/24  14:00:00,13.3,18.33165841,18.33970105,87.92401734,91.73578788,256.0824812,277.0003802,168.1584639,185.2645923
 03/24  15:00:00,12.2,18.41182808,18.42512583,84.57570767,89.15040935,247.6367949,267.6283241,163.0610872,178.4779147
 03/24  16:00:00,11.1,18.39405528,18.40801295,94.48297796,101.1577153,248.2760336,268.6075405,153.7930556,167.4498252
 03/24  17:00:00,10.6,18.35949887,18.37184237,115.3030769,125.2288511,266.4743474,289.3711314,151.1712705,164.1422802
 03/24  18:00:00,10,18.29872141,18.30743003,130.3599815,142.8563279,286.4212532,312.4668607,156.0612716,169.6105328
 03/24  19:00:00,10,18.23377811,18.23837615,136.7498989,150.4724928,301.5305883,330.1152236,164.7806894,179.6427309
 03/24  20:00:00,9.4,18.16961182,18.17027534,138.3021746,152.2612171,313.1748722,343.6178163,174.8726976,191.3565991
 03/24  21:00:00,8.9,18.0924482,18.08935655,141.289059,155.415315,326.0168142,358.247627,184.7277552,202.8323119
 03/24  22:00:00,8.3,18.03334877,18.02755287,140.3156366,154.0980424,336.1648531,369.758103,195.8492165,215.6600606
 03/24  23:00:00,8.3,17.96760126,17.95962136,138.7890012,152.0929351,344.3738452,378.9600812,205.5848441,226.8671462
 03/24  24:00:00,8.3,17.89543818,17.88575248,140.6746638,153.8567027,355.5692983,391.3383712,214.8946345,237.4816685
 03/25  01:00:00,8.3,17.78881363,17.77707605,149.9333326,163.8576949,375.0168569,412.8272438,225.0835242,248.9695488
 03/25  02:00:00,8.3,17.73365095,17.72145716,145.9741926,159.2969936,386.1071812,425.0950522,240.1329886,265.7980586
 03/25  03:00:00,7.8,17.63326268,17.61986672,146.4227097,159.6078639,397.4758147,437.5958222,251.053105,277.9879583
 03/25  04:00:00,7.8,17.55879059,17.54509492,147.3756656,160.5033152,411.5523311,453.0421519,264.1766655,292.5388367
 03/25  05:00:00,7.8,17.4640976,17.44982959,148.9995352,162.1950991,425.91112,468.8180794,276.9115848,306.6229803
 03/25  06:00:00,7.2,17.40697346,17.39318825,143.1187662,155.5909948,434.0251334,477.6551788,290.9063671,322.0641841
 03/25  07:00:00,7.2,17.37384203,17.36129971,131.2007704,142.2735361,432.7794849,476.0496964,301.5787145,333.7761603
 03/25  08:00:00,8.9,17.58486207,17.58026655,71.48131643,75.7695504,380.0868004,417.1498735,308.6054839,341.3803231
 03/25  09:00:00,9.4,17.79591427,17.80335271,28.6323354,26.89912168,312.9458624,340.9025162,284.313527,314.0033945
 03/25  10:00:00,11.1,18.436629,18.47563989,-8.5730893,-15.24052638,218.4595465,233.5303174,227.0326358,248.7708438
 03/25  11:00:00,12.8,18.83256122,18.91013019,-14.80655606,-27.66015069,131.7738451,128.283059,146.5804011,155.9432097
 03/25  12:00:00,12.8,19.2175147,19.34469102,8.922637795,-4.132785382,97.74142936,83.19609961,88.81879156,87.328885
 03/25  13:00:00,13.9,19.65635902,19.83773381,-5.938600241,-23.56686922,31.1543126,5.863420105,37.09291284,29.43028932
 03/25  14:00:00,13.9,19.5501608,19.76833434,63.06524508,30.21694548,63.06524508,30.21694548,0,0
 03/25  15:00:00,13.9,19.45478458,19.69749836,118.9646541,89.51026715,118.9646541,89.51026715,0,0
 03/25  16:00:00,13.3,19.47471833,19.73226779,124.2702118,107.9452035,132.9454806,107.9452035,8.675268807,0
 03/25  17:00:00,12.8,19.41123059,19.66864297,112.9073924,103.5510781,126.4541697,103.5510781,13.54677724,0
 03/25  18:00:00,11.7,19.24881882,19.48818452,139.690664,136.5583945,154.2485394,136.5583945,14.55787534,0
 03/25  19:00:00,10.6,19.10073318,19.31002789,174.7189095,197.206707,202.2975154,197.206707,27.57860585,0
 03/25  20:00:00,10.6,19.02354043,19.19185731,166.3091882,199.8219656,219.2553583,225.3358693,52.94617007,25.51390376
 03/25  21:00:00,10.6,18.96613637,19.09372835,143.639506,176.1738758,213.1727195,225.4024017,69.53321348,49.22852597
 03/25  22:00:00,10.6,18.90138025,18.99434714,136.9487435,167.4440971,214.9172768,231.5949321,77.96853333,64.15083507
 03/25  23:00:00,10.6,18.83338106,18.89852741,139.7694356,167.6085048,225.278552,245.3093994,85.50911632,77.70089458
 03/25  24:00:00,10.6,18.74969118,18.79297273,144.4982045,169.8109892,238.3570438,261.2412299,93.85883923,91.43024065
 03/26  01:00:00,10.6,18.70778063,18.73550611,138.6695188,160.418462,243.2780148,267.4482735,104.608496,107.0298115
 03/26  02:00:00,11.1,18.67775756,18.69452343,128.4023649,146.4877606,240.2038626,264.3108119,111.8014977,117.8230513
 03/26  03:00:00,11.1,18.63791147,18.64676753,126.0627149,141.9344873,241.4205722,265.6823432,115.3578574,123.747856
 03/26  04:00:00,11.1,18.57812527,18.58121313,132.2874951,147.4232785,251.7055609,276.9645899,119.4180658,129.5413114
 03/26  05:00:00,10.6,18.48047465,18.4786651,144.9872341,160.4774857,271.36396,298.5554357,126.3767259,138.07795
 03/26  06:00:00,11.1,18.37830594,18.37274262,154.3913201,170.0025781,293.0830337,322.4493751,138.6917136,152.446797
 03/26  07:00:00,11.1,18.35717547,18.3506758,139.6311344,152.8131238,293.5401837,322.9486936,153.9090493,170.1355698
 03/26  08:00:00,11.7,18.54247042,18.54120599,79.61528874,86.28647993,241.6585185,265.4148905,162.0432298,179.1284106
 03/26  09:00:00,13.3,18.98434289,18.99734471,24.13391234,23.96397257,151.5979313,164.4247567,127.464019,140.4607841
 03/26  10:00:00,15,19.34175291,19.37385762,12.0269806,7.967058547,82.78046248,84.18455085,70.75348188,76.21749231
 03/26  11:00:00,15,19.83355896,19.8991557,-3.410294445,-14.3477737,21.01530416,11.32303602,24.42559861,25.67080972
 03/26  12:00:00,16.7,20.2888646,20.39842906,0,0,0,0,0,0
 03/26  13:00:00,16.7,20.38530221,20.53718429,0,0,0,0,0,0
 03/26  14:00:00,17.8,20.54236929,20.73613958,0,0,0,0,0,0
 03/26  15:00:00,16.1,20.49309972,20.71161659,0,0,0,0,0,0
 03/26  16:00:00,15.6,20.47617206,20.70508487,7.463024321,0,7.463024321,0,0,0
 03/26  17:00:00,13.9,20.33484526,20.5513179,32.46399149,7.151871262,32.46399149,7.151871262,0,0
 03/26  18:00:00,12.2,20.16576642,20.34931817,69.63904183,55.13516137,69.63904183,55.13516137,0,0
 03/26  19:00:00,11.1,20.01876577,20.16200668,107.8413865,106.2016753,107.8413865,106.2016753,0,0
 03/26  20:00:00,10.6,19.92617082,20.02550093,122.1224628,131.1031323,122.1224628,131.1031323,0,0
 03/26  21:00:00,10,19.81821244,19.877032,126.6876024,142.4525467,126.6876024,142.4525467,0,0
 03/26  22:00:00,10,19.7302475,19.75674776,134.1469842,154.0111139,134.1469842,154.0111139,0,0
 03/26  23:00:00,10,19.60820758,19.60890827,148.5061582,170.8379686,148.5061582,170.8379686,0,0
 03/26  24:00:00,10,19.50495981,19.48756693,161.7468163,185.1939837,161.7468163,185.1939837,0,0
 03/27  01:00:00,10,19.42504683,19.39552699,156.3086993,179.3897472,163.5612535,187.0089193,7.252554217,7.619172107
 03/27  02:00:00,10.6,19.34806906,19.3095979,147.7637728,166.9367958,165.6143643,188.7625207,17.85059149,21.8257249
 03/27  03:00:00,10.6,19.25746662,19.21282378,148.7588744,165.9787057,174.9822755,199.144198,26.22340111,33.16549228
 03/27  04:00:00,10,19.10032552,19.05049384,165.7076283,183.02529,201.2803266,227.8519826,35.57269829,44.82669258
 03/27  05:00:00,10,19.0208946,18.96921769,162.9222352,178.8122817,217.0175913,245.0021275,54.09535605,66.18984577
 03/27  06:00:00,10,18.93413562,18.88158863,151.1686867,165.0990374,219.4762741,247.5422846,68.3075874,82.44324717
 03/27  07:00:00,10,18.86293563,18.81085995,145.0485351,157.7705837,224.198257,252.4154831,79.1497219,94.64489943
 03/27  08:00:00,10.6,18.87967525,18.83076742,124.8163554,134.9733672,214.3392697,241.056559,89.52291428,106.0831918
 03/27  09:00:00,11.7,18.91709999,18.87252982,102.9136029,110.4682399,193.1385171,216.9666765,90.22491417,106.4984366
 03/27  10:00:00,13.3,19.54930862,19.52421341,6.156626136,3.963514188,70.20325441,80.16321363,64.04662828,76.19969944
 03/27  11:00:00,13.9,20.21610922,20.21730539,-15.99839202,-20.22171786,0,0,15.99839202,20.22171786
 03/27  12:00:00,16.7,20.73870512,20.77390325,0,0,0,0,0,0
 03/27  13:00:00,17.8,20.76189422,20.82903423,0,0,0,0,0,0
 03/27  14:00:00,19.4,21.15305061,21.26378879,0,0,0,0,0,0
 03/27  15:00:00,17.8,21.27555763,21.41306579,0,0,0,0,0,0
 03/27  16:00:00,19.4,21.21199333,21.3579174,0,0,0,0,0,0
 03/27  17:00:00,16.1,20.96978839,21.0973046,0,0,0,0,0,0
 03/27  18:00:00,13.9,20.75131573,20.83691019,14.27318869,5.625677713,14.27318869,5.625677713,0,0
 03/27  19:00:00,12.2,20.57490284,20.61267524,51.05512734,57.25474459,51.05512734,57.25474459,0,0
 03/27  20:00:00,11.7,20.45401071,20.43804091,67.51822246,87.41885008,67.51822246,87.41885008,0,0
 03/27  21:00:00,11.1,20.34534319,20.28185842,71.46148602,99.2120793,71.46148602,99.2120793,0,0
 03/27  22:00:00,11.1,20.24391626,20.14334688,78.88478194,110.4422182,78.88478194,110.4422182,0,0
 03/27  23:00:00,11.1,20.13638526,20.00926284,91.44632587,123.8284217,91.44632587,123.8284217,0,0
 03/27  24:00:00,10,19.97144496,19.82588129,115.9626618,149.3990483,115.9626618,149.3990483,0,0
 03/28  01:00:00,10,19.72236088,19.56277878,162.0931357,199.1415533,162.0931357,199.1415533,0,0
 03/28  02:00:00,9.4,19.5951495,19.42901412,183.7786745,221.6331379,183.7786745,221.6331379,0,0
 03/28  03:00:00,10,19.39031647,19.21827402,195.6482944,216.9938331,195.6482944,232.322835,0,15.3290019
 03/28  04:00:00,10,19.3503148,19.18046334,166.806638,180.4636054,186.2080859,224.9700588,19.40144791,44.50645345
 03/28  05:00:00,10.6,19.30526629,19.1398123,137.3409497,148.0786022,168.4339471,205.8021462,31.09299739,57.72354405
 03/28  06:00:00,10.6,19.19956858,19.03859469,142.7516997,153.0778647,176.6316921,213.6857234,33.87999241,60.60785872
 03/28  07:00:00,10.6,19.16733222,19.01293039,141.2077769,150.8261996,185.0464352,222.1867391,43.83865836,71.3605395
 03/28  08:00:00,11.7,19.35590737,19.21526736,83.65752507,86.58931916,136.5448032,167.3104088,52.88727816,80.72108965
 03/28  09:00:00,13.3,19.63622459,19.51830315,32.7773381,28.72947348,69.19712666,89.04123445,36.41978856,60.31176097
 03/28  10:00:00,13.9,19.77551545,19.68887759,24.36867352,16.31330356,34.91389626,44.14172702,10.54522274,27.82842345
 03/28  11:00:00,15,20.14080476,20.10610296,0,-2.045908311,0,0,0,2.045908311
 03/28  12:00:00,15.6,20.6043732,20.62870069,0,0,0,0,0,0
 03/28  13:00:00,17.8,20.80179555,20.89121236,0,0,0,0,0,0
 03/28  14:00:00,17.8,20.96152589,21.10952782,0,0,0,0,0,0
 03/28  15:00:00,17.8,21.05358037,21.23934699,0,0,0,0,0,0
 03/28  16:00:00,17.8,21.05372804,21.25544736,0,0,0,0,0,0
 03/28  17:00:00,17.8,21.04303379,21.2393652,0,0,0,0,0,0
 03/28  18:00:00,15.6,20.8446514,21.00747142,0,0,0,0,0,0
 03/28  19:00:00,13.3,20.61014699,20.71869322,32.34217851,26.35870241,32.34217851,26.35870241,0,0
 03/28  20:00:00,12.2,20.47414865,20.51965777,70.38644138,83.09589307,70.38644138,83.09589307,0,0
 03/28  21:00:00,11.7,20.3535631,20.33623038,78.16929021,103.6894862,78.16929021,103.6894862,0,0
 03/28  22:00:00,11.7,20.14792062,20.07556759,103.1924073,138.2941509,103.1924073,138.2941509,0,0
